Book-Title,Book-Author,Publisher,Image-URL-M
Long After Midnight,IRIS JOHANSEN,Bantam,http://images.amazon.com/images/P/0553571818.01.MZZZZZZZ.jpg
Disclosure,Michael Crichton,Ballantine Books,http://images.amazon.com/images/P/0345391055.01.MZZZZZZZ.jpg
The Idiot Girls' Action Adventure Club,Laurie Notaro,Villard Books,http://images.amazon.com/images/P/0375760911.01.MZZZZZZZ.jpg
How Stella Got Her Groove Back,Terry McMillan,Signet Book,http://images.amazon.com/images/P/0451197410.01.MZZZZZZZ.jpg
The Pilot's Wife : A Novel,Anita Shreve,Back Bay Books,http://images.amazon.com/images/P/0316601950.01.MZZZZZZZ.jpg
About a Boy,Nick Hornby,Riverhead Books,http://images.amazon.com/images/P/1573227331.01.MZZZZZZZ.jpg
A Patchwork Planet,ANNE TYLER,Ballantine Books,http://images.amazon.com/images/P/080411918X.01.MZZZZZZZ.jpg
Dangerous,Amanda Quick,Bantam,http://images.amazon.com/images/P/0553293176.01.MZZZZZZZ.jpg
Outlander,DIANA GABALDON,Dell,http://images.amazon.com/images/P/0440222915.01.MZZZZZZZ.jpg
Blessings,ANNA QUINDLEN,Random House,http://images.amazon.com/images/P/0375502238.01.MZZZZZZZ.jpg
Shell Seekers,Rosamunde Pilcher,Dell,http://images.amazon.com/images/P/0440202043.01.MZZZZZZZ.jpg
A Case of Need,Michael Crichton,Signet Book,http://images.amazon.com/images/P/0451183665.01.MZZZZZZZ.jpg
Death du Jour,Kathy Reichs,Scribner,http://images.amazon.com/images/P/0684841185.01.MZZZZZZZ.jpg
Pop Goes the Weasel,James Patterson,Replica Books,http://images.amazon.com/images/P/0316693286.01.MZZZZZZZ.jpg
Last Chance Saloon,Marian Keyes,Perennial,http://images.amazon.com/images/P/0060086246.01.MZZZZZZZ.jpg
The Devil Wears Prada : A Novel,LAUREN WEISBERGER,Doubleday,http://images.amazon.com/images/P/038550926X.01.MZZZZZZZ.jpg
On the Street Where You Live,Mary Higgins Clark,Pocket,http://images.amazon.com/images/P/0671004530.01.MZZZZZZZ.jpg
Winter Solstice,Rosamunde Pilcher,Thomas Dunne Books,http://images.amazon.com/images/P/0312244266.01.MZZZZZZZ.jpg
We Were the Mulvaneys,Joyce Carol Oates,Plume,http://images.amazon.com/images/P/0452282829.01.MZZZZZZZ.jpg
Cujo,Stephen King,Distribooks Int'l+inc,http://images.amazon.com/images/P/8878242357.01.MZZZZZZZ.jpg
Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,Anchor,http://images.amazon.com/images/P/0385722206.01.MZZZZZZZ.jpg
Year of Wonders,Geraldine Brooks,Penguin Books,http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg
The Search,Iris Johansen,Bantam Books,http://images.amazon.com/images/P/0553800914.01.MZZZZZZZ.jpg
All I Really Need to Know,ROBERT FULGHUM,Ivy Books,http://images.amazon.com/images/P/080410526X.01.MZZZZZZZ.jpg
Tara Road,Maeve Binchy,Dell Publishing Company,http://images.amazon.com/images/P/0440235596.01.MZZZZZZZ.jpg
Chocolat,Joanne Harris,Black Swan,http://images.amazon.com/images/P/0552998486.01.MZZZZZZZ.jpg
Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/0439139597.01.MZZZZZZZ.jpg
P Is for Peril,Sue Grafton,Ballantine Books,http://images.amazon.com/images/P/0449003795.01.MZZZZZZZ.jpg
Beach House,Mary Alice Monroe,Mira,http://images.amazon.com/images/P/1551668998.01.MZZZZZZZ.jpg
The Celestine Prophecy (Celestine Prophecy),James Redfield,Warner Books,http://images.amazon.com/images/P/044651862X.01.MZZZZZZZ.jpg
Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/043935806X.01.MZZZZZZZ.jpg
Hideaway,Dean R. Koontz,Berkley Publishing Group,http://images.amazon.com/images/P/042513525X.01.MZZZZZZZ.jpg
The Tommyknockers,Stephen King,Signet Book,http://images.amazon.com/images/P/0451156609.01.MZZZZZZZ.jpg
Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,Anchor,http://images.amazon.com/images/P/1400031354.01.MZZZZZZZ.jpg
A Walk to Remember,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446608955.01.MZZZZZZZ.jpg
Journey,James A. Michener,Fawcett Books,http://images.amazon.com/images/P/0449218473.01.MZZZZZZZ.jpg
Holes (Yearling Newbery),LOUIS SACHAR,Yearling,http://images.amazon.com/images/P/0440414806.01.MZZZZZZZ.jpg
The Summons,John Grisham,Dell Publishing Company,http://images.amazon.com/images/P/0440241073.01.MZZZZZZZ.jpg
The Winner,David Baldacci,Warner Vision,http://images.amazon.com/images/P/0446606324.01.MZZZZZZZ.jpg
The Virgin Suicides,Jeffrey Eugenides,Warner Books,http://images.amazon.com/images/P/0446670251.01.MZZZZZZZ.jpg
From Potter's Field,Patricia Daniels Cornwell,Berkley Publishing Group,http://images.amazon.com/images/P/0425154092.01.MZZZZZZZ.jpg
The Summerhouse,Jude Deveraux,Pocket,http://images.amazon.com/images/P/0671014196.01.MZZZZZZZ.jpg
Cold Mountain,Charles Frazier,Atlantic Monthly Press,http://images.amazon.com/images/P/0871136791.01.MZZZZZZZ.jpg
Scarlet Feather,Maeve Binchy,Dutton Books,http://images.amazon.com/images/P/0525945938.01.MZZZZZZZ.jpg
The Blind Assassin,Margaret Atwood,Nan A. Talese,http://images.amazon.com/images/P/0385475721.01.MZZZZZZZ.jpg
Birthright,Nora Roberts,Jove Books,http://images.amazon.com/images/P/0515137111.01.MZZZZZZZ.jpg
D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,Bantam,http://images.amazon.com/images/P/0553271636.01.MZZZZZZZ.jpg
Midnight in the Garden of Good and Evil,John Berendt,Vintage Books USA,http://images.amazon.com/images/P/0679751521.01.MZZZZZZZ.jpg
Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg
Two for the Dough,Janet Evanovich,Pocket,http://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg
Turtle Moon,Alice Hoffman,Berkley Publishing Group,http://images.amazon.com/images/P/0425161285.01.MZZZZZZZ.jpg
Where the Red Fern Grows,Wilson Rawls,Random House Children's Books,http://images.amazon.com/images/P/0553274295.01.MZZZZZZZ.jpg
A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,Dutton Books,http://images.amazon.com/images/P/0525945210.01.MZZZZZZZ.jpg
Saint Maybe,ANNE TYLER,Ivy Books,http://images.amazon.com/images/P/0804108749.01.MZZZZZZZ.jpg
Rules of Prey,John Sandford,Berkley Publishing Group,http://images.amazon.com/images/P/0425121631.01.MZZZZZZZ.jpg
Envy,Sandra Brown,Warner Books,http://images.amazon.com/images/P/0446611808.01.MZZZZZZZ.jpg
Betrayal in Death,Nora Roberts,Berkley Publishing Group,http://images.amazon.com/images/P/0425178579.01.MZZZZZZZ.jpg
"The Gunslinger (The Dark Tower, Book 1)",Stephen King,New American Library,http://images.amazon.com/images/P/0451210840.01.MZZZZZZZ.jpg
The Dark Half,Stephen King,Signet Book,http://images.amazon.com/images/P/0451167317.01.MZZZZZZZ.jpg
Full House (Janet Evanovich's Full Series),Janet Evanovich,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983271.01.MZZZZZZZ.jpg
F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,Bantam,http://images.amazon.com/images/P/0553284789.01.MZZZZZZZ.jpg
E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,Bantam,http://images.amazon.com/images/P/0553279556.01.MZZZZZZZ.jpg
The Regulators,Stephen King,Signet Book,http://images.amazon.com/images/P/0451191013.01.MZZZZZZZ.jpg
Plum Island,Nelson DeMille,Warner Books,http://images.amazon.com/images/P/0446605409.01.MZZZZZZZ.jpg
The Eight,Katherine Neville,Ballantine Books,http://images.amazon.com/images/P/0345366239.01.MZZZZZZZ.jpg
"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,Signet Book,http://images.amazon.com/images/P/0451163524.01.MZZZZZZZ.jpg
"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,Signet Book,http://images.amazon.com/images/P/0451194861.01.MZZZZZZZ.jpg
Beloved,Toni Morrison,Plume Books,http://images.amazon.com/images/P/0452280621.01.MZZZZZZZ.jpg
The Empty Chair,Jeffery Deaver,Pocket,http://images.amazon.com/images/P/0671026011.01.MZZZZZZZ.jpg
The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,Three Rivers Press,http://images.amazon.com/images/P/0609804138.01.MZZZZZZZ.jpg
Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,Ballantine Books,http://images.amazon.com/images/P/0345439104.01.MZZZZZZZ.jpg
The Last Precinct,Patricia Cornwell,Berkley Publishing Group,http://images.amazon.com/images/P/0425180638.01.MZZZZZZZ.jpg
Possession : A Romance,A.S. BYATT,Vintage,http://images.amazon.com/images/P/0679735909.01.MZZZZZZZ.jpg
L Is for Lawless,Sue Grafton,Fawcett Books,http://images.amazon.com/images/P/0449221490.01.MZZZZZZZ.jpg
Violin,Anne Rice,Alfred A. Knopf,http://images.amazon.com/images/P/0679433023.01.MZZZZZZZ.jpg
Animal Dreams,Barbara Kingsolver,Perennial,http://images.amazon.com/images/P/0060921145.01.MZZZZZZZ.jpg
Sleepers,Lorenzo Carcaterra,Ballantine Books,http://images.amazon.com/images/P/0345404114.01.MZZZZZZZ.jpg
Temptation,Dermot Bolger,Harpercollins,http://images.amazon.com/images/P/0002261529.01.MZZZZZZZ.jpg
The Angel of Darkness,Caleb Carr,Ballantine Books,http://images.amazon.com/images/P/0345427637.01.MZZZZZZZ.jpg
Jewel (Oprah's Book Club),Bret Lott,Pocket,http://images.amazon.com/images/P/0671042572.01.MZZZZZZZ.jpg
I Is for Innocent,Sue Grafton,Fawcett Books,http://images.amazon.com/images/P/0449221512.01.MZZZZZZZ.jpg
Evening Class,Maeve Binchy,Dell,http://images.amazon.com/images/P/0385318073.01.MZZZZZZZ.jpg
Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,Anchor,http://images.amazon.com/images/P/1400031362.01.MZZZZZZZ.jpg
N Is for Noose,Sue Grafton,Fawcett Books,http://images.amazon.com/images/P/0449223612.01.MZZZZZZZ.jpg
A Wrinkle in Time,Madeleine L'Engle,Laure Leaf,http://images.amazon.com/images/P/0440998050.01.MZZZZZZZ.jpg
The English Patient,Michael Ondaatje,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg
The Fourth Hand,John Irving,Ballantine Books,http://images.amazon.com/images/P/0345449347.01.MZZZZZZZ.jpg
Shadow Prey,John Sandford,Putnam Pub Group,http://images.amazon.com/images/P/039913543X.01.MZZZZZZZ.jpg
Dragon Tears,Dean R. Koontz,Putnam Pub Group,http://images.amazon.com/images/P/0399137734.01.MZZZZZZZ.jpg
Dawn (Cutler),V.C. Andrews,Pocket,http://images.amazon.com/images/P/0671670689.01.MZZZZZZZ.jpg
Fat Tuesday,Sandra Brown,Warner Vision,http://images.amazon.com/images/P/0446605581.01.MZZZZZZZ.jpg
Couplehood,Paul Reiser,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553096834.01.MZZZZZZZ.jpg
I Know Why the Caged Bird Sings,MAYA ANGELOU,Bantam,http://images.amazon.com/images/P/0553279378.01.MZZZZZZZ.jpg
Still Waters,TAMI HOAG,Bantam,http://images.amazon.com/images/P/0553292722.01.MZZZZZZZ.jpg
Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg
Angels,Marian Keyes,William Morrow,http://images.amazon.com/images/P/0060008024.01.MZZZZZZZ.jpg
Debt of Honor (Jack Ryan Novels),Tom Clancy,Berkley Publishing Group,http://images.amazon.com/images/P/0425147584.01.MZZZZZZZ.jpg
Dark Angel,V.C. Andrews,Pocket,http://images.amazon.com/images/P/0671525433.01.MZZZZZZZ.jpg
Taltos: Lives of the Mayfair Witches,Anne Rice,Ballantine Books,http://images.amazon.com/images/P/0345404319.01.MZZZZZZZ.jpg
One True Thing,Anna Quindlen,Random House Inc,http://images.amazon.com/images/P/067940712X.01.MZZZZZZZ.jpg
Skeleton Crew,Stephen King,Signet Book,http://images.amazon.com/images/P/0451168615.01.MZZZZZZZ.jpg
Seize the Night,DEAN KOONTZ,Bantam,http://images.amazon.com/images/P/0553106651.01.MZZZZZZZ.jpg
Shattered,Dean R. Koontz,Berkley Publishing Group,http://images.amazon.com/images/P/0425099334.01.MZZZZZZZ.jpg
Q Is for Quarry,Sue Grafton,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg
Girl in Hyacinth Blue,Susan Vreeland,Highbridge Audio,http://images.amazon.com/images/P/1565115430.01.MZZZZZZZ.jpg
Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,St. Martin's Paperbacks,http://images.amazon.com/images/P/031298328X.01.MZZZZZZZ.jpg
The Glass Lake,Maeve Binchy,Dell,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg
The Horse Whisperer,Nicholas Evans,Dell,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg
"River, Cross My Heart",Breena Clarke,Little Brown &amp; Company,http://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg
Catering to Nobody,Diane Mott Davidson,Fawcett Books,http://images.amazon.com/images/P/044922046X.01.MZZZZZZZ.jpg
"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,HarperTempest,http://images.amazon.com/images/P/0064472272.01.MZZZZZZZ.jpg
The Edge,Catherine Coulter,Jove Books,http://images.amazon.com/images/P/0515128600.01.MZZZZZZZ.jpg
Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,Jove Books,http://images.amazon.com/images/P/0515121843.01.MZZZZZZZ.jpg
Seven Up (A Stephanie Plum Novel),Janet Evanovich,St. Martin's Press,http://images.amazon.com/images/P/0312265840.01.MZZZZZZZ.jpg
The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,Back Bay Books,http://images.amazon.com/images/P/0316780375.01.MZZZZZZZ.jpg
Hearts in Atlantis,Stephen King,Pocket,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg
Jacob Have I Loved,Katherine Paterson,Avon Books,http://images.amazon.com/images/P/0380564998.01.MZZZZZZZ.jpg
Dust to Dust,TAMI HOAG,Bantam,http://images.amazon.com/images/P/0553582526.01.MZZZZZZZ.jpg
Over the Edge,Jonathan Kellerman,New American Library,http://images.amazon.com/images/P/0451152190.01.MZZZZZZZ.jpg
Standoff,Sandra Brown,Warner Books,http://images.amazon.com/images/P/0446527017.01.MZZZZZZZ.jpg
"Truly, Madly Manhattan",Nora Roberts,Silhouette,http://images.amazon.com/images/P/0373218036.01.MZZZZZZZ.jpg
The Deep End of the Ocean,Jacquelyn Mitchard,New Amer Library,http://images.amazon.com/images/P/0451186923.01.MZZZZZZZ.jpg
B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,Bantam,http://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg
C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,Bantam,http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg
Gerald's Game,Stephen King,Signet Book,http://images.amazon.com/images/P/0451176464.01.MZZZZZZZ.jpg
FORREST GUMP (Movie Tie in),Winston Groom,Pocket,http://images.amazon.com/images/P/0671894455.01.MZZZZZZZ.jpg
Rose Madder,Stephen King,Signet Book,http://images.amazon.com/images/P/0451186362.01.MZZZZZZZ.jpg
Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,Berkley Publishing Group,http://images.amazon.com/images/P/0425147363.01.MZZZZZZZ.jpg
Drums of Autumn,DIANA GABALDON,Dell,http://images.amazon.com/images/P/044022425X.01.MZZZZZZZ.jpg
Voyager,DIANA GABALDON,Dell,http://images.amazon.com/images/P/0440217563.01.MZZZZZZZ.jpg
The Stone Diaries,Carol Shields,Penguin Books,http://images.amazon.com/images/P/014023313X.01.MZZZZZZZ.jpg
Dr. Atkins' New Diet Revolution,Robert C. Atkins,Avon Books,http://images.amazon.com/images/P/006001203X.01.MZZZZZZZ.jpg
Daddy,DANIELLE STEEL,Dell,http://images.amazon.com/images/P/0440207622.01.MZZZZZZZ.jpg
Small Town Girl,LaVyrle Spencer,Putnam Pub Group,http://images.amazon.com/images/P/0399142495.01.MZZZZZZZ.jpg
Killjoy,Julie Garwood,Ballantine Books,http://images.amazon.com/images/P/0345453816.01.MZZZZZZZ.jpg
A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,Bantam,http://images.amazon.com/images/P/0553571885.01.MZZZZZZZ.jpg
Matilda,Roald Dahl,Puffin Books,http://images.amazon.com/images/P/014034294X.01.MZZZZZZZ.jpg
The Face of Deception,Iris Johansen,Bantam Books,http://images.amazon.com/images/P/0553578022.01.MZZZZZZZ.jpg
G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,Fawcett Books,http://images.amazon.com/images/P/0449219364.01.MZZZZZZZ.jpg
The Other Boleyn Girl,Philippa Gregory,Touchstone,http://images.amazon.com/images/P/0743227441.01.MZZZZZZZ.jpg
The Bonfire of the Vanities,Tom Wolfe,Bantam Books,http://images.amazon.com/images/P/0553275976.01.MZZZZZZZ.jpg
The Bachelor (Warner Books Contemporary Romance),Carly Phillips,Warner Forever,http://images.amazon.com/images/P/0446610542.01.MZZZZZZZ.jpg
The Promise,Mandalyn Kaye,Pinnacle Books,http://images.amazon.com/images/P/0786000872.01.MZZZZZZZ.jpg
Needful Things,Stephen King,New Amer Library,http://images.amazon.com/images/P/0451178599.01.MZZZZZZZ.jpg
Four Past Midnight,Stephen King,Signet Book,http://images.amazon.com/images/P/0451170385.01.MZZZZZZZ.jpg
"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,HarperCollins Publishers,http://images.amazon.com/images/P/006016848X.01.MZZZZZZZ.jpg
Smart Women,Judy Blume,Pocket Books,http://images.amazon.com/images/P/0671727583.01.MZZZZZZZ.jpg
Hemlock Bay,Catherine Coulter,Jove Books,http://images.amazon.com/images/P/0515133302.01.MZZZZZZZ.jpg
The Wedding,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446532452.01.MZZZZZZZ.jpg
Red Storm Rising,Tom Clancy,Berkley Publishing Group,http://images.amazon.com/images/P/042510107X.01.MZZZZZZZ.jpg
Tell Me Lies (Tell Me Lies),Jennifer Crusie,St. Martin's Press,http://images.amazon.com/images/P/0312966806.01.MZZZZZZZ.jpg
Hide &amp; Seek,James Patterson,Warner Books,http://images.amazon.com/images/P/0446603716.01.MZZZZZZZ.jpg
Wanderlust,Danielle Steel,Dell,http://images.amazon.com/images/P/0440193613.01.MZZZZZZZ.jpg
"Whirlwind (Tyler, Book 1)",Nancy Martin,Harlequin,http://images.amazon.com/images/P/0373825013.01.MZZZZZZZ.jpg
Carrie,Stephen King,Signet Book,http://images.amazon.com/images/P/0451157443.01.MZZZZZZZ.jpg
Schindler's List,Thomas Keneally,Touchstone,http://images.amazon.com/images/P/0671880314.01.MZZZZZZZ.jpg
The General's Daughter,Nelson DeMille,Warner Books,http://images.amazon.com/images/P/0446513067.01.MZZZZZZZ.jpg
Drowning Ruth,Christina Schwarz,Doubleday,http://images.amazon.com/images/P/0385502532.01.MZZZZZZZ.jpg
The Bourne Supremacy,Robert Ludlum,Bantam,http://images.amazon.com/images/P/0553263226.01.MZZZZZZZ.jpg
Summer Pleasures,Nora Roberts,Silhouette,http://images.amazon.com/images/P/0373218397.01.MZZZZZZZ.jpg
Homeport,Nora Roberts,Putnam Publishing Group,http://images.amazon.com/images/P/0399143874.01.MZZZZZZZ.jpg
Five Days in Paris,DANIELLE STEEL,Dell,http://images.amazon.com/images/P/0440222842.01.MZZZZZZZ.jpg
Paradise,Toni Morrison,Alfred A. Knopf,http://images.amazon.com/images/P/0679433740.01.MZZZZZZZ.jpg
A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,Vintage Books,http://images.amazon.com/images/P/0375703063.01.MZZZZZZZ.jpg
The Burden of Proof,Scott Turow,Warner Books,http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg
Accident,Danielle Steel,Delacorte Press,http://images.amazon.com/images/P/0385306024.01.MZZZZZZZ.jpg
Master of the Game,Sidney Sheldon,Not Avail,http://images.amazon.com/images/P/0446802204.01.MZZZZZZZ.jpg
If Tomorrow Comes,Sidney Sheldon,Warner Books> C/o Little Br,http://images.amazon.com/images/P/0446329894.01.MZZZZZZZ.jpg
False Memory,Dean R. Koontz,Bantam Books,http://images.amazon.com/images/P/0553580221.01.MZZZZZZZ.jpg
Second Nature,Alice Hoffman,Putnam Pub Group,http://images.amazon.com/images/P/0399139087.01.MZZZZZZZ.jpg
Coming Home,Rosamunde Pilcher,St. Martin's Press,http://images.amazon.com/images/P/0312958129.01.MZZZZZZZ.jpg
Foucault's Pendulum,Umberto Eco,Ballantine Books,http://images.amazon.com/images/P/0345368754.01.MZZZZZZZ.jpg
Colony,Anne Rivers Siddons,HarperTorch,http://images.amazon.com/images/P/0061099708.01.MZZZZZZZ.jpg
Devices and Desires,Phyllis White,Warner Books,http://images.amazon.com/images/P/0446359750.01.MZZZZZZZ.jpg
The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,Bantam Books,http://images.amazon.com/images/P/0553581554.01.MZZZZZZZ.jpg
Nightmares &amp; Dreamscapes,Stephen King,Signet Book,http://images.amazon.com/images/P/0451180232.01.MZZZZZZZ.jpg
Thinner,Stephen King,New Amer Library,http://images.amazon.com/images/P/0451137965.01.MZZZZZZZ.jpg
The Talisman,Stephen King,Berkley Publishing Group,http://images.amazon.com/images/P/0425105334.01.MZZZZZZZ.jpg
"Welcome to the World, Baby Girl!",Fannie Flagg,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg
Fatal Cure,Robin Cook,Berkley Publishing Group,http://images.amazon.com/images/P/0425145638.01.MZZZZZZZ.jpg
A Fine Balance,Rohinton Mistry,Vintage Books USA,http://images.amazon.com/images/P/140003065X.01.MZZZZZZZ.jpg
Deja Dead,Kathy Reichs,Pocket,http://images.amazon.com/images/P/0671011367.01.MZZZZZZZ.jpg
The Ugly Duckling,Iris Johansen,Bantam Books,http://images.amazon.com/images/P/0553569910.01.MZZZZZZZ.jpg
I Know This Much Is True (Oprah's Book Club),Wally Lamb,Regan Books,http://images.amazon.com/images/P/0060391626.01.MZZZZZZZ.jpg
Fine Things,Danielle Steel,Dell,http://images.amazon.com/images/P/0440200563.01.MZZZZZZZ.jpg
Anne of the Island,Lucy Maud Montgomery,Bantam Classics,http://images.amazon.com/images/P/0553213172.01.MZZZZZZZ.jpg
Welcome to Temptation,Jennifer Crusie,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg
Sole Survivor,DEAN KOONTZ,Knopf,http://images.amazon.com/images/P/0679425268.01.MZZZZZZZ.jpg
Tears of the Moon (Irish Trilogy),Nora Roberts,Jove Books,http://images.amazon.com/images/P/0515128546.01.MZZZZZZZ.jpg
Beach Music,PAT CONROY,Nan A. Talese,http://images.amazon.com/images/P/0385413041.01.MZZZZZZZ.jpg
The Genesis Code,John Case,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg
Practical Magic,Alice Hoffman,Berkley Publishing Group,http://images.amazon.com/images/P/0425168468.01.MZZZZZZZ.jpg
Riptide,Catherine Coulter,Jove Books,http://images.amazon.com/images/P/0515130966.01.MZZZZZZZ.jpg
Gorky Park,Martin Cruz Smith,Ballantine Books,http://images.amazon.com/images/P/0345298349.01.MZZZZZZZ.jpg
Bridge to Terabithia,Katherine Paterson,HarperTrophy,http://images.amazon.com/images/P/006073941X.01.MZZZZZZZ.jpg
Fortune's Rocks: A Novel,Anita Shreve,Back Bay Books,http://images.amazon.com/images/P/0316781010.01.MZZZZZZZ.jpg
Silent Witness,RICHARD NORTH PATTERSON,Ballantine Books,http://images.amazon.com/images/P/0345404769.01.MZZZZZZZ.jpg
Midnight Bayou,Nora Roberts,Putnam Publishing Group,http://images.amazon.com/images/P/0399148248.01.MZZZZZZZ.jpg
Fingersmith,Sarah Waters,Riverhead Books,http://images.amazon.com/images/P/1573229725.01.MZZZZZZZ.jpg
Shadowfires,Dean R. Koontz,Berkley Publishing Group,http://images.amazon.com/images/P/0425136981.01.MZZZZZZZ.jpg
No Greater Love,William X. Kienzle,Andrews McMeel Pub,http://images.amazon.com/images/P/0836278658.01.MZZZZZZZ.jpg
Remember Me,Mary Higgins Clark,Pocket,http://images.amazon.com/images/P/0671867091.01.MZZZZZZZ.jpg
It's Always Something,Gilda Radner,Avon,http://images.amazon.com/images/P/0380710722.01.MZZZZZZZ.jpg
Fatherhood,Bill Cosby,Berkley Publishing Group,http://images.amazon.com/images/P/0425097722.01.MZZZZZZZ.jpg
Secrets,DANIELLE STEEL,Dell,http://images.amazon.com/images/P/0440176484.01.MZZZZZZZ.jpg
The Long Road Home,DANIELLE STEEL,Delacorte Press,http://images.amazon.com/images/P/0385319568.01.MZZZZZZZ.jpg
"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,Anchor,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg
The Saving Graces: A Novel,Patricia Gaffney,HarperTorch,http://images.amazon.com/images/P/0061097101.01.MZZZZZZZ.jpg
Invasion,Robin Cook,Berkley Publishing Group,http://images.amazon.com/images/P/0425155404.01.MZZZZZZZ.jpg
Blue Diary,Alice Hoffman,Berkley Publishing Group,http://images.amazon.com/images/P/0425184943.01.MZZZZZZZ.jpg
Moo,Jane Smiley,Ballantine Books,http://images.amazon.com/images/P/0449910237.01.MZZZZZZZ.jpg
Billy Straight : A Novel,JONATHAN KELLERMAN,Ballantine Books,http://images.amazon.com/images/P/0345413865.01.MZZZZZZZ.jpg
Macgregor Grooms (Macgregors),Nora Roberts,Silhouette,http://images.amazon.com/images/P/0373483694.01.MZZZZZZZ.jpg
Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,Tyndale House Publishers,http://images.amazon.com/images/P/0842329242.01.MZZZZZZZ.jpg
Night Prey,John Sandford,Berkley Publishing Group,http://images.amazon.com/images/P/0425146413.01.MZZZZZZZ.jpg
The Crimson Petal and the White,Michel Faber,Harcourt,http://images.amazon.com/images/P/015100692X.01.MZZZZZZZ.jpg
Vector,Robin Cook,Putnam Pub Group,http://images.amazon.com/images/P/0399144714.01.MZZZZZZZ.jpg
Acceptable Risk,Robin Cook,Berkley Publishing Group,http://images.amazon.com/images/P/0425151867.01.MZZZZZZZ.jpg
The Switch,Sandra Brown,Warner Vision,http://images.amazon.com/images/P/0446609943.01.MZZZZZZZ.jpg
The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,Bantam Books,http://images.amazon.com/images/P/0553250426.01.MZZZZZZZ.jpg
"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,Warner Books,http://images.amazon.com/images/P/0446363251.01.MZZZZZZZ.jpg
Night Whispers,Judith McNaught,Pocket,http://images.amazon.com/images/P/0671525743.01.MZZZZZZZ.jpg
